id,name,template,reference,icon_path
1254,MPA,audio/MPA,[RFC3555],NULL
1255,MP4A-LATM,audio/MP4A-LATM,[RFC6416],NULL
1256,mpa-robust,audio/mpa-robust,[RFC5219],NULL
1257,mpeg,audio/mpeg,[RFC3003],NULL
1258,opus,audio/opus,[RFC7587],NULL
1259,PCMA,audio/PCMA,[RFC4856],NULL
1260,PCMA-WB,audio/PCMA-WB,[RFC5391],NULL
1261,PCMU,audio/PCMU,[RFC4856],NULL
1262,PCMU-WB,audio/PCMU-WB,[RFC5391],NULL
1263,prs.sid,audio/prs.sid,[Linus_Walleij],NULL
1264,QCELP,,[RFC3555][RFC3625],NULL
1265,RED,audio/RED,[RFC3555],NULL
1266,rtp-enc-aescm128,audio/rtp-enc-aescm128,[_3GPP],NULL
1267,rtp-midi,audio/rtp-midi,[RFC6295],NULL
1268,SMV,audio/SMV,[RFC3558],NULL
1269,SMV0,audio/SMV0,[RFC3558],NULL
1270,SMV-QCP,audio/SMV-QCP,[RFC3625],NULL
1271,sp-midi,audio/sp-midi,[Timo_Kosonen][Tom_White],NULL
1272,speex,audio/speex,[RFC5574],NULL
1273,t140c,audio/t140c,[RFC4351],NULL
1274,t38,audio/t38,[RFC4612],NULL
1275,telephone-event,audio/telephone-event,[RFC4733],NULL
1276,tone,audio/tone,[RFC4733],NULL
1277,UEMCLIP,audio/UEMCLIP,[RFC5686],NULL
1278,VDVI,audio/VDVI,[RFC4856],NULL
1279,VMR-WB,audio/VMR-WB,[RFC4348][RFC4424],NULL
1280,vnd.3gpp.iufp,audio/vnd.3gpp.iufp,[Thomas_Belling],NULL
1281,vnd.4SB,audio/vnd.4SB,[Serge_De_Jaham],NULL
1282,vnd.audiokoz,audio/vnd.audiokoz,[Vicki_DeBarros],NULL
1283,vnd.CELP,audio/vnd.CELP,[Serge_De_Jaham],NULL
1284,vnd.cisco.nse,audio/vnd.cisco.nse,[Rajesh_Kumar],NULL
1285,vnd.cmles.radio-events,audio/vnd.cmles.radio-events,[Jean-Philippe_Goulet],NULL
1286,vnd.cns.anp1,audio/vnd.cns.anp1,[Ann_McLaughlin],NULL
1287,vnd.cns.inf1,audio/vnd.cns.inf1,[Ann_McLaughlin],NULL
1288,vnd.dece.audio,audio/vnd.dece.audio,[Michael_A_Dolan],NULL
1289,vnd.digital-winds,audio/vnd.digital-winds,[Armands_Strazds],NULL
1290,vnd.dlna.adts,audio/vnd.dlna.adts,[Edwin_Heredia],NULL
1291,vnd.dolby.heaac.1,audio/vnd.dolby.heaac.1,[Steve_Hattersley],NULL
1292,vnd.dolby.heaac.2,audio/vnd.dolby.heaac.2,[Steve_Hattersley],NULL
1293,vnd.dolby.mlp,audio/vnd.dolby.mlp,[Mike_Ward],NULL
1294,vnd.dolby.mps,audio/vnd.dolby.mps,[Steve_Hattersley],NULL
1295,vnd.dolby.pl2,audio/vnd.dolby.pl2,[Steve_Hattersley],NULL
1296,vnd.dolby.pl2x,audio/vnd.dolby.pl2x,[Steve_Hattersley],NULL
1297,vnd.dolby.pl2z,audio/vnd.dolby.pl2z,[Steve_Hattersley],NULL
1298,vnd.dolby.pulse.1,audio/vnd.dolby.pulse.1,[Steve_Hattersley],NULL
1299,vnd.dra,audio/vnd.dra,[Jiang_Tian],NULL
1300,vnd.dts,audio/vnd.dts,[William_Zou],NULL
1301,vnd.dts.hd,audio/vnd.dts.hd,[William_Zou],NULL
1302,vnd.dvb.file,audio/vnd.dvb.file,[Peter_Siebert],NULL
1303,vnd.everad.plj,audio/vnd.everad.plj,[Shay_Cicelsky],NULL
1304,vnd.hns.audio,audio/vnd.hns.audio,[Swaminathan],NULL
1305,vnd.lucent.voice,audio/vnd.lucent.voice,[Greg_Vaudreuil],NULL
1306,vnd.ms-playready.media.pya,audio/vnd.ms-playready.media.pya,[Steve_DiAcetis],NULL
1307,vnd.nokia.mobile-xmf,audio/vnd.nokia.mobile-xmf,[Nokia],NULL
1308,vnd.nortel.vbk,audio/vnd.nortel.vbk,[Glenn_Parsons],NULL
1309,vnd.nuera.ecelp4800,audio/vnd.nuera.ecelp4800,[Michael_Fox],NULL
1310,vnd.nuera.ecelp7470,audio/vnd.nuera.ecelp7470,[Michael_Fox],NULL
1311,vnd.nuera.ecelp9600,audio/vnd.nuera.ecelp9600,[Michael_Fox],NULL
1312,vnd.octel.sbc,audio/vnd.octel.sbc,[Greg_Vaudreuil],NULL
1313,"vnd.qcelp - DEPRECATED in favor of audio/qcelp",audio/vnd.qcelp,[RFC3625],NULL
1314,vnd.rhetorex.32kadpcm,audio/vnd.rhetorex.32kadpcm,[Greg_Vaudreuil],NULL
1315,vnd.rip,audio/vnd.rip,[Martin_Dawe],NULL
1316,vnd.sealedmedia.softseal.mpeg,audio/vnd.sealedmedia.softseal-mpeg,[David_Petersen],NULL
1317,vnd.vmx.cvsd,audio/vnd.vmx.cvsd,[Greg_Vaudreuil],NULL
1318,vorbis,audio/vorbis,[RFC5215],NULL
1319,vorbis-config,audio/vorbis-config,[RFC5215],NULL
1320,bmp,image/bmp,,[RFC-seantek-windows-image-03]
1321,cgm,image/cgm,"Computer Graphics Metafile",[Alan_Francis]
1322,dicom-rle,image/dicom-rle,,[DICOM_Standards_Committee][David_Clunie]
1323,emf,image/emf,,[RFC-seantek-windows-image-03]
1324,g3fax,image/g3fax,,[RFC1494]
1325,gif,,,[RFC2045][RFC2046]
1326,ief,,"Image Exchange Format",[RFC1314]
1327,jls,image/jls,,[DICOM_Standards_Committee][David_Clunie]
1328,jp2,image/jp2,,[RFC3745]
1329,jpeg,,,[RFC2045][RFC2046]
1330,jpm,image/jpm,,[RFC3745]
1331,jpx,image/jpx,,[RFC3745]
1332,ktx,,,[Mark_Callow][Khronos][http://www.khronos.org/opengles/sdk/tools/KTX/file_format_spec/#mimeregistration]
1333,naplps,image/naplps,,[Ilya_Ferber]
1334,png,image/png,,[Glenn_Randers-Pehrson]
1335,prs.btif,image/prs.btif,,[Ben_Simon]
1336,prs.pti,image/prs.pti,,[Juern_Laun]
1337,pwg-raster,image/pwg-raster,,[Michael_Sweet]
1338,svg+xml,,,[W3C][http://www.w3.org/TR/SVG/mimereg.html]
1339,tiff,image/tiff,"Tag Image File Format",[RFC3302]
1340,tiff-fx,image/tiff-fx,"Tag Image File Format Fax eXtended",[RFC3950]
1341,vnd.adobe.photoshop,image/vnd.adobe.photoshop,,[Kim_Scarborough]
1342,vnd.airzip.accelerator.azv,image/vnd.airzip.accelerator.azv,,[Gary_Clueit]
1343,vnd.cns.inf2,image/vnd.cns.inf2,,[Ann_McLaughlin]
1344,vnd.dece.graphic,image/vnd.dece.graphic,,[Michael_A_Dolan]
1345,vnd.djvu,image/vnd-djvu,,[Leon_Bottou]
1346,vnd.dwg,image/vnd.dwg,,[Jodi_Moline]
1347,vnd.dxf,image/vnd.dxf,,[Jodi_Moline]
1348,vnd.dvb.subtitle,image/vnd.dvb.subtitle,,[Peter_Siebert][Michael_Lagally]
1349,vnd.fastbidsheet,image/vnd.fastbidsheet,,[Scott_Becker]
1350,vnd.fpx,image/vnd.fpx,,[Marc_Douglas_Spencer]
1351,vnd.fst,image/vnd.fst,,[Arild_Fuldseth]
1352,vnd.fujixerox.edmics-mmr,image/vnd.fujixerox.edmics-mmr,,[Masanori_Onda]
1353,vnd.fujixerox.edmics-rlc,image/vnd.fujixerox.edmics-rlc,,[Masanori_Onda]
1354,vnd.globalgraphics.pgb,image/vnd.globalgraphics.pgb,,[Martin_Bailey]
1355,vnd.microsoft.icon,image/vnd.microsoft.icon,,[Simon_Butcher]
1356,vnd.mix,image/vnd.mix,,[Saveen_Reddy]
1357,vnd.ms-modi,image/vnd.ms-modi,,[Gregory_Vaughan]
1358,vnd.mozilla.apng,image/vnd.mozilla.apng,,[Stuart_Parmenter]
1359,vnd.net-fpx,image/vnd.net-fpx,,[Marc_Douglas_Spencer]
1360,vnd.radiance,image/vnd.radiance,,[Randolph_Fritz][Greg_Ward]
1361,vnd.sealed.png,image/vnd.sealed-png,,[David_Petersen]
1362,vnd.sealedmedia.softseal.gif,image/vnd.sealedmedia.softseal-gif,,[David_Petersen]
1363,vnd.sealedmedia.softseal.jpg,image/vnd.sealedmedia.softseal-jpg,,[David_Petersen]
1364,vnd.svf,image/vnd-svf,,[Jodi_Moline]
1365,vnd.tencent.tap,image/vnd.tencent.tap,,[Ni_Hui]
1366,vnd.valve.source.texture,image/vnd.valve.source.texture,,[Henrik_Andersson]
1367,vnd.wap.wbmp,image/vnd-wap-wbmp,,[Peter_Stark]
1368,vnd.xiff,image/vnd.xiff,,[Steven_Martin]
1369,vnd.zbrush.pcx,image/vnd.zbrush.pcx,,[Chris_Charabaruk]
1370,wmf,image/wmf,,[RFC-seantek-windows-image-03]
1371,"x-emf - DEPRECATED in favor of image/emf",image/emf,,[RFC-seantek-windows-image-03]
1372,"x-wmf - DEPRECATED in favor of image/wmf",image/wmf,,[RFC-seantek-windows-image-03]
1373,cache-manifest,text/cache-manifest,[W3C][Robin_Berjon],NULL
1374,calendar,text/calendar,[RFC5545],NULL
1375,css,text/css,[RFC2318],NULL
1376,csv,text/csv,[RFC4180][RFC7111],NULL
1377,csv-schema,text/csv-schema,[National_Archives_UK][David_Underdown],NULL
1378,"directory - DEPRECATED by RFC6350",text/directory,[RFC2425][RFC6350],NULL
1379,"ecmascript - OBSOLETED in favor of application/ecmascript",text/ecmascript,[RFC4329],NULL
1380,enriched,,[RFC1896],NULL
1381,grammar-ref-list,text/grammar-ref-list,[RFC6787],NULL
1382,html,text/html,[W3C][Robin_Berjon],NULL
1383,"javascript - OBSOLETED in favor of application/javascript",text/javascript,[RFC4329],NULL
1384,jcr-cnd,text/jcr-cnd,[Peeter_Piegaze],NULL
1385,markdown,text/markdown,[RFC7763],NULL
1386,mizar,text/mizar,[Jesse_Alama],NULL
1387,n3,text/n3,[W3C][Eric_Prudhommeaux],NULL
1388,parameters,text/parameters,[RFC-ietf-mmusic-rfc2326bis-40],NULL
1389,plain,,[RFC2046][RFC3676][RFC5147],NULL
1390,provenance-notation,text/provenance-notation,[W3C][Ivan_Herman],NULL
1391,prs.fallenstein.rst,text/prs.fallenstein.rst,[Benja_Fallenstein],NULL
1392,prs.lines.tag,text/prs.lines.tag,[John_Lines],NULL
1393,prs.prop.logic,text/prs.prop.logic,[Hans-Dieter_A._Hiep],NULL
1394,rfc822-headers,text/rfc822-headers,[RFC6522],NULL
1395,richtext,,[RFC2045][RFC2046],NULL
1396,t140,text/t140,[RFC4103],NULL
1397,tab-separated-values,text/tab-separated-values,[Paul_Lindner],NULL
1398,troff,text/troff,[RFC4263],NULL
1399,turtle,text/turtle,[W3C][Eric_Prudhommeaux],NULL
1400,uri-list,text/uri-list,[RFC2483],NULL
1401,vcard,text/vcard,[RFC6350],NULL
1402,vnd.a,text/vnd-a,[Regis_Dehoux],NULL
1403,vnd.abc,text/vnd.abc,[Steve_Allen],NULL
1404,vnd.ascii-art,text/vnd.ascii-art,[Kim_Scarborough],NULL
1405,vnd.debian.copyright,text/vnd.debian.copyright,[Charles_Plessy],NULL
1406,vnd.DMClientScript,text/vnd.DMClientScript,[Dan_Bradley],NULL
1407,vnd.esmertec.theme-descriptor,text/vnd.esmertec.theme-descriptor,[Stefan_Eilemann],NULL
1408,vnd.fly,text/vnd.fly,[John-Mark_Gurney],NULL
1409,vnd.fmi.flexstor,text/vnd.fmi.flexstor,[Kari_E._Hurtta],NULL
1410,vnd.graphviz,text/vnd.graphviz,[John_Ellson],NULL
1411,vnd.in3d.3dml,text/vnd.in3d.3dml,[Michael_Powers],NULL
1412,vnd.in3d.spot,text/vnd.in3d.spot,[Michael_Powers],NULL
1413,vnd.IPTC.NewsML,text/vnd.IPTC.NewsML,[IPTC],NULL
1414,vnd.IPTC.NITF,text/vnd.IPTC.NITF,[IPTC],NULL
1415,vnd.latex-z,text/vnd.latex-z,[Mikusiak_Lubos],NULL
1416,vnd.motorola.reflex,text/vnd.motorola.reflex,[Mark_Patton],NULL
1417,vnd.ms-mediapackage,text/vnd.ms-mediapackage,[Jan_Nelson],NULL
1418,vnd.net2phone.commcenter.command,text/vnd.net2phone.commcenter.command,[Feiyu_Xie],NULL
1419,vnd.radisys.msml-basic-layout,text/vnd.radisys.msml-basic-layout,[RFC5707],NULL
1420,"vnd.si.uricatalogue - OBSOLETED by request",text/vnd.si.uricatalogue,[Nicholas_Parks_Young],NULL
1421,vnd.sun.j2me.app-descriptor,text/vnd.sun.j2me.app-descriptor,[Gary_Adams],NULL
1422,vnd.trolltech.linguist,text/vnd.trolltech.linguist,[David_Lee_Lambert],NULL
1423,vnd.wap.si,text/vnd.wap.si,[WAP-Forum],NULL
1424,vnd.wap.sl,text/vnd.wap.sl,[WAP-Forum],NULL
1425,vnd.wap.wml,text/vnd.wap-wml,[Peter_Stark],NULL
1426,vnd.wap.wmlscript,text/vnd.wap.wmlscript,[Peter_Stark],NULL
1427,3gpp-tt,video/3gpp-tt,[RFC4396],NULL
1428,BMPEG,video/BMPEG,[RFC3555],NULL
1429,BT656,video/BT656,[RFC3555],NULL
1430,CelB,video/CelB,[RFC3555],NULL
1431,H261,video/H261,[RFC4587],NULL
1432,H263,video/H263,[RFC3555],NULL
1433,H263-1998,video/H263-1998,[RFC4629],NULL
1434,H263-2000,video/H263-2000,[RFC4629],NULL
1435,H264,video/H264,[RFC6184],NULL
1436,H264-RCDO,video/H264-RCDO,[RFC6185],NULL
1437,H264-SVC,video/H264-SVC,[RFC6190],NULL
1438,H265,video/H265,[RFC7798],NULL
1439,iso.segment,video/iso.segment,[David_Singer][ISO-IEC_JTC1],NULL
1440,jpeg2000,video/jpeg2000,[RFC5371][RFC5372],NULL
1441,mj2,video/mj2,[RFC3745],NULL
1442,MP1S,video/MP1S,[RFC3555],NULL
1443,MP2P,video/MP2P,[RFC3555],NULL
1444,MP2T,video/MP2T,[RFC3555],NULL
1445,MP4V-ES,video/MP4V-ES,[RFC6416],NULL
1446,MPV,video/MPV,[RFC3555],NULL
1447,nv,video/nv,[RFC4856],NULL
1448,pointer,video/pointer,[RFC2862],NULL
1449,quicktime,video/quicktime,[RFC6381][Paul_Lindner],NULL
1450,raw,,[RFC4175],NULL
1451,SMPTE292M,video/SMPTE292M,[RFC3497],NULL
1452,vc1,video/vc1,[RFC4425],NULL
1453,vnd.CCTV,video/vnd.CCTV,[Frank_Rottmann],NULL
1454,vnd.dece.hd,video/vnd.dece.hd,[Michael_A_Dolan],NULL
1455,vnd.dece.mobile,video/vnd.dece.mobile,[Michael_A_Dolan],NULL
1456,vnd.dece.mp4,video/vnd.dece-mp4,[Michael_A_Dolan],NULL
1457,vnd.dece.pd,video/vnd.dece.pd,[Michael_A_Dolan],NULL
1458,vnd.dece.sd,video/vnd.dece.sd,[Michael_A_Dolan],NULL
1459,vnd.dece.video,video/vnd.dece.video,[Michael_A_Dolan],NULL
1460,vnd.directv.mpeg,video/vnd.directv-mpeg,[Nathan_Zerbe],NULL
1461,vnd.directv.mpeg-tts,video/vnd.directv.mpeg-tts,[Nathan_Zerbe],NULL
1462,vnd.dlna.mpeg-tts,video/vnd.dlna.mpeg-tts,[Edwin_Heredia],NULL
1463,vnd.fvt,video/vnd.fvt,[Arild_Fuldseth],NULL
1464,vnd.hns.video,video/vnd.hns.video,[Swaminathan],NULL
1465,vnd.iptvforum.1dparityfec-1010,video/vnd.iptvforum.1dparityfec-1010,[Shuji_Nakamura],NULL
1466,vnd.iptvforum.1dparityfec-2005,video/vnd.iptvforum.1dparityfec-2005,[Shuji_Nakamura],NULL
1467,vnd.iptvforum.2dparityfec-1010,video/vnd.iptvforum.2dparityfec-1010,[Shuji_Nakamura],NULL
1468,vnd.iptvforum.2dparityfec-2005,video/vnd.iptvforum.2dparityfec-2005,[Shuji_Nakamura],NULL
1469,vnd.iptvforum.ttsavc,video/vnd.iptvforum.ttsavc,[Shuji_Nakamura],NULL
1470,vnd.iptvforum.ttsmpeg2,video/vnd.iptvforum.ttsmpeg2,[Shuji_Nakamura],NULL
1471,vnd.motorola.video,video/vnd.motorola.video,[Tom_McGinty],NULL
1472,vnd.motorola.videop,video/vnd.motorola.videop,[Tom_McGinty],NULL
1473,vnd.mpegurl,video/vnd-mpegurl,[Heiko_Recktenwald],NULL
1474,vnd.ms-playready.media.pyv,video/vnd.ms-playready.media.pyv,[Steve_DiAcetis],NULL
1475,vnd.nokia.interleaved-multimedia,video/vnd.nokia.interleaved-multimedia,[Petteri_Kangaslampi],NULL
1476,vnd.nokia.videovoip,video/vnd.nokia.videovoip,[Nokia],NULL
1477,vnd.objectvideo,video/vnd.objectvideo,[John_Clark],NULL
1478,vnd.radgamettools.bink,video/vnd.radgamettools.bink,[Henrik_Andersson],NULL
1479,vnd.radgamettools.smacker,video/vnd.radgamettools.smacker,[Henrik_Andersson],NULL
1480,vnd.sealed.mpeg1,video/vnd.sealed.mpeg1,[David_Petersen],NULL
1481,vnd.sealed.mpeg4,video/vnd.sealed.mpeg4,[David_Petersen],NULL
1482,vnd.sealed.swf,video/vnd.sealed-swf,[David_Petersen],NULL
1483,vnd.sealedmedia.softseal.mov,video/vnd.sealedmedia.softseal-mov,[David_Petersen],NULL
1484,vnd.uvvu.mp4,video/vnd.uvvu-mp4,[Michael_A_Dolan],NULL
1485,vnd.vivo,video/vnd-vivo,[John_Wolfe],NULL
1486,VP8,video/VP8,[RFC7741],NULL
